Tipo de usuario,NewVisitor,ReturningVisitor,Fuente/medio,Google CPC,DFA CPC,BING CPC,Facebook,Tripadvisor,Referrals,Organic / Direct,,C’_digo ISO del pa’_s,Device Type,Mobile,Tablet,Desktop,Users,Sessions,Number of Pages visited,Number of Transactions,Revenue
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,UY,mobile,1,0,0,179,306,2267,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,IN,mobile,1,0,0,178,178,327,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,PY,desktop,0,0,1,174,175,595,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,RO,mobile,1,0,0,173,173,804,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,RU,mobile,1,0,0,167,167,1247,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,CZ,desktop,0,0,1,166,285,1197,3,8505.1
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,JM,tablet,0,1,0,165,165,666,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,GT,desktop,0,0,1,164,164,445,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,CR,desktop,0,0,1,162,162,389,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,SI,desktop,0,0,1,161,161,453,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,VE,mobile,1,0,0,160,161,1136,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,PR,mobile,1,0,0,159,159,944,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,RU,tablet,0,1,0,158,158,723,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,SE,tablet,0,1,0,158,289,1093,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,CO,tablet,0,1,0,156,156,997,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,PE,mobile,1,0,0,152,261,1932,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,SK,desktop,0,0,1,151,293,1063,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,JM,desktop,0,0,1,149,205,710,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,VE,desktop,0,0,1,146,209,778,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,EE,desktop,0,0,1,141,141,370,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,PL,tablet,0,1,0,141,142,586,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,RU,tablet,0,1,0,138,285,2049,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,NO,mobile,1,0,0,136,136,758,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,AU,mobile,1,0,0,129,129,743,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,NO,tablet,0,1,0,128,128,535,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,PE,tablet,0,1,0,127,127,889,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,UA,desktop,0,0,1,125,218,1049,2,5874.21
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,MA,desktop,0,0,1,122,198,657,9,5264.81
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,TN,desktop,0,0,1,121,160,379,1,172
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,IS,desktop,0,0,1,120,121,397,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,NO,desktop,0,0,1,120,183,708,1,2461.18
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,LU,mobile,1,0,0,115,115,616,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,DZ,desktop,0,0,1,112,112,233,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,LU,tablet,0,1,0,110,110,545,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,PA,desktop,0,0,1,110,110,369,1,708
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,FI,tablet,0,1,0,108,108,399,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,BO,desktop,0,0,1,106,106,321,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,LT,desktop,0,0,1,100,174,804,3,3506.1
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,CO,mobile,1,0,0,99,145,908,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,PH,desktop,0,0,1,97,97,187,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,FI,desktop,0,0,1,97,142,559,1,1605.48
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,AE,desktop,0,0,1,96,96,302,1,786.6
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,HU,tablet,0,1,0,96,96,344,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,ZZ,desktop,0,0,1,96,144,562,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,UY,tablet,0,1,0,95,96,601,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,CU,mobile,1,0,0,94,94,584,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,LU,tablet,0,1,0,94,175,692,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,NO,tablet,0,1,0,94,182,662,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,JM,tablet,0,1,0,87,111,451,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,LU,mobile,1,0,0,87,150,747,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,AU,tablet,0,1,0,86,86,326,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,ZZ,mobile,1,0,0,86,86,431,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,TN,mobile,1,0,0,85,85,279,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,FI,tablet,0,1,0,85,156,770,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,LV,desktop,0,0,1,85,165,565,2,3974.55
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,JP,desktop,0,0,1,84,84,274,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,TN,mobile,1,0,0,84,152,680,2,189
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,RU,mobile,1,0,0,81,123,1033,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,ME,desktop,0,0,1,80,80,164,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,AU,desktop,0,0,1,80,116,440,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,CU,desktop,0,0,1,80,187,478,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,HR,desktop,0,0,1,79,79,207,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,BG,desktop,0,0,1,79,142,367,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,PY,mobile,1,0,0,78,78,563,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,SE,mobile,1,0,0,78,131,758,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,BY,desktop,0,0,1,76,76,212,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,GR,desktop,0,0,1,74,104,231,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,PY,desktop,0,0,1,73,117,357,1,1619.8
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,BO,mobile,1,0,0,72,72,593,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,CV,desktop,0,0,1,72,72,150,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,CZ,mobile,1,0,0,70,70,431,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,TH,desktop,0,0,1,70,70,146,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,IL,desktop,0,0,1,70,107,383,2,1730.7
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,FI,mobile,1,0,0,69,69,417,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,TT,desktop,0,0,1,65,66,228,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,ZA,desktop,0,0,1,65,65,186,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,IN,desktop,0,0,1,65,89,278,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,CZ,tablet,0,1,0,62,63,266,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,UY,tablet,0,1,0,62,109,592,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,CR,mobile,1,0,0,61,61,404,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,HK,desktop,0,0,1,61,61,134,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,PL,tablet,0,1,0,61,120,927,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,DK,mobile,1,0,0,60,102,531,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,PL,mobile,1,0,0,60,68,427,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,IL,mobile,1,0,0,59,59,353,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,SK,mobile,1,0,0,59,59,412,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,UA,mobile,1,0,0,59,59,448,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,HU,mobile,1,0,0,59,105,488,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,PR,desktop,0,0,1,59,90,413,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,GR,mobile,1,0,0,58,58,315,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,RS,desktop,0,0,1,58,113,402,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,PE,tablet,0,1,0,57,107,652,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,SI,desktop,0,0,1,57,111,343,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,AE,mobile,1,0,0,56,56,295,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,KR,desktop,0,0,1,56,56,212,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,MA,tablet,0,1,0,56,104,332,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,VE,tablet,0,1,0,54,54,231,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,RO,tablet,0,1,0,53,53,329,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,SK,tablet,0,1,0,53,53,229,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,RO,mobile,1,0,0,53,84,535,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,EG,desktop,0,0,1,52,52,95,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,IS,desktop,0,0,1,52,78,275,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,PA,mobile,1,0,0,51,51,286,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,TR,mobile,1,0,0,51,51,188,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,EC,mobile,1,0,0,50,50,245,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,SA,desktop,0,0,1,50,50,106,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,SV,desktop,0,0,1,50,50,151,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,HU,tablet,0,1,0,49,98,453,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,IQ,mobile,1,0,0,48,48,58,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,NZ,desktop,0,0,1,48,48,177,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,EC,desktop,0,0,1,48,66,164,1,775.69
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,GT,desktop,0,0,1,48,69,244,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,LI,desktop,0,0,1,47,47,204,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,NO,mobile,1,0,0,47,67,270,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,CO,tablet,0,1,0,46,69,398,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,EG,mobile,1,0,0,45,45,121,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,DZ,desktop,0,0,1,45,70,214,1,334.8
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,PR,mobile,1,0,0,45,74,527,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,GG,desktop,0,0,1,44,44,87,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,GT,mobile,1,0,0,43,43,217,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,MA,tablet,0,1,0,43,43,133,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,EE,desktop,0,0,1,43,67,278,3,10601.24
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,VE,mobile,1,0,0,43,67,396,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,BO,desktop,0,0,1,42,94,392,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,BG,mobile,1,0,0,41,41,177,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,CR,desktop,0,0,1,41,63,287,2,1771.02
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,DZ,mobile,1,0,0,41,72,570,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,CU,tablet,0,1,0,40,40,150,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,TR,desktop,0,0,1,40,46,103,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,BA,desktop,0,0,1,39,39,92,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,DZ,mobile,1,0,0,39,39,260,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,RS,mobile,1,0,0,39,39,141,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,PR,tablet,0,1,0,38,38,163,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,JE,tablet,0,1,0,37,38,167,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,KE,mobile,1,0,0,37,37,72,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,AO,desktop,0,0,1,36,36,93,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,IR,desktop,0,0,1,35,36,77,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,SG,desktop,0,0,1,35,35,97,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,AD,desktop,0,0,1,34,34,140,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,KY,desktop,0,0,1,34,34,111,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,ME,mobile,1,0,0,34,34,222,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,UA,tablet,0,1,0,34,36,181,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,HN,desktop,0,0,1,33,34,82,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,ID,desktop,0,0,1,33,33,74,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,NI,desktop,0,0,1,33,33,69,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,LT,mobile,1,0,0,32,32,269,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,UA,tablet,0,1,0,32,44,224,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,GR,tablet,0,1,0,31,31,99,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,LB,desktop,0,0,1,31,31,58,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,CU,mobile,1,0,0,31,39,206,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,ZZ,mobile,1,0,0,31,40,210,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,JE,desktop,0,0,1,30,30,119,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,MT,desktop,0,0,1,30,30,119,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,XK,desktop,0,0,1,30,30,98,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,AL,mobile,1,0,0,29,29,246,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,LV,mobile,1,0,0,29,29,177,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,TH,mobile,1,0,0,29,29,149,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,AU,mobile,1,0,0,29,45,287,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,JE,tablet,0,1,0,29,66,326,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,AL,desktop,0,0,1,28,28,71,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,CY,desktop,0,0,1,28,28,91,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,GI,desktop,0,0,1,28,28,108,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,IS,mobile,1,0,0,28,28,148,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,MQ,desktop,0,0,1,28,29,86,1,429.78
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,SI,mobile,1,0,0,28,28,170,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,CZ,mobile,1,0,0,28,38,198,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,FI,mobile,1,0,0,28,52,450,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,RO,tablet,0,1,0,28,48,184,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,GP,desktop,0,0,1,27,27,81,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,BO,mobile,1,0,0,27,59,324,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,BY,desktop,0,0,1,27,87,163,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,GG,tablet,0,1,0,27,69,177,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,PY,mobile,1,0,0,27,46,240,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,MK,desktop,0,0,1,26,26,51,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,PA,desktop,0,0,1,26,33,132,1,1572
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,SK,mobile,1,0,0,26,62,256,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,CV,mobile,1,0,0,25,26,144,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,HT,desktop,0,0,1,25,25,62,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,MD,desktop,0,0,1,25,25,74,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,TN,tablet,0,1,0,25,25,79,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,TW,desktop,0,0,1,25,25,65,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,CZ,tablet,0,1,0,25,37,177,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,ME,desktop,0,0,1,25,38,136,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,EE,mobile,1,0,0,24,24,147,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,GG,tablet,0,1,0,24,24,83,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,MC,desktop,0,0,1,24,24,89,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,XK,mobile,1,0,0,24,24,89,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,BB,desktop,0,0,1,23,23,60,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,IL,tablet,0,1,0,23,23,86,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,LI,tablet,0,1,0,23,23,112,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,HR,desktop,0,0,1,23,37,119,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,CR,tablet,0,1,0,22,23,91,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,JE,mobile,1,0,0,22,22,73,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,LV,tablet,0,1,0,22,22,59,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,NZ,mobile,1,0,0,22,22,72,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,PK,desktop,0,0,1,22,22,28,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,IN,mobile,1,0,0,22,31,70,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,TT,desktop,0,0,1,22,31,203,1,702
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,AD,mobile,1,0,0,21,21,99,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,AE,tablet,0,1,0,21,21,92,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,ID,mobile,1,0,0,21,21,119,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,IS,tablet,0,1,0,21,21,58,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,LB,mobile,1,0,0,21,21,118,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,MY,desktop,0,0,1,21,21,40,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,PY,tablet,0,1,0,21,21,78,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,RE,desktop,0,0,1,21,21,45,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,AE,desktop,0,0,1,21,29,127,1,715.5
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,AU,tablet,0,1,0,21,28,161,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,NZ,desktop,0,0,1,21,25,84,1,1054.9
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,SK,tablet,0,1,0,21,30,142,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,BD,desktop,0,0,1,20,20,77,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,JP,mobile,1,0,0,20,20,142,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,PA,tablet,0,1,0,20,20,84,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,TH,tablet,0,1,0,20,20,77,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,IS,tablet,0,1,0,20,34,80,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,JP,desktop,0,0,1,20,29,82,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,TH,desktop,0,0,1,20,29,98,1,645
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,BS,desktop,0,0,1,19,19,43,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,BS,mobile,1,0,0,19,19,185,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,KZ,desktop,0,0,1,19,19,51,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,LI,desktop,0,0,1,19,28,110,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,AM,desktop,0,0,1,18,18,52,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,EE,tablet,0,1,0,18,18,108,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,ZA,mobile,1,0,0,18,18,63,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,GG,desktop,0,0,1,18,35,152,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,HK,desktop,0,0,1,18,20,42,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,JE,desktop,0,0,1,18,27,106,1,2840.4
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,AO,mobile,1,0,0,17,17,169,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,CV,tablet,0,1,0,17,17,50,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,QA,desktop,0,0,1,17,17,31,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,BM,desktop,0,0,1,16,16,108,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,BY,mobile,1,0,0,16,16,124,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,HR,mobile,1,0,0,16,16,59,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,PH,mobile,1,0,0,16,16,48,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,SV,mobile,1,0,0,16,16,54,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,TR,tablet,0,1,0,16,16,65,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,TT,mobile,1,0,0,16,16,182,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,ZZ,tablet,0,1,0,16,16,60,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,UA,mobile,1,0,0,16,30,274,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,BZ,desktop,0,0,1,15,15,27,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,GF,desktop,0,0,1,15,15,21,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,GI,mobile,1,0,0,15,15,121,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,KY,mobile,1,0,0,15,15,176,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,RS,tablet,0,1,0,15,15,46,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,VN,desktop,0,0,1,15,15,27,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,BG,mobile,1,0,0,15,37,202,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,IL,mobile,1,0,0,15,26,131,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,LV,tablet,0,1,0,15,25,271,0,0
Returning Visitor,0,1,google / organic,0,0,0,0,0,0,1,,PH,desktop,0,0,1,15,20,38,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,BG,tablet,0,1,0,14,14,39,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,CW,desktop,0,0,1,14,14,32,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,GY,desktop,0,0,1,14,14,35,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,IQ,desktop,0,0,1,14,14,30,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,KE,desktop,0,0,1,14,14,30,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,KW,desktop,0,0,1,14,14,26,0,0
New Visitor,1,0,google / organic,0,0,0,0,0,0,1,,LK,desktop,0,0,1,14,14,32,0,0
