Tipo de usuario,Fuente/medio,Código ISO del país,Categoría de dispositivo,Usuarios,Sesiones,Número de páginas vistas,Transacciones,Ingresos
Returning Visitor,gobrazil.about.com / referral,US,mobile,2,3,8,0,0
Returning Visitor,goodsearch.com / referral,US,mobile,2,6,74,0,0
Returning Visitor,google / (not set),AT,desktop,2,3,34,0,0
Returning Visitor,google / (not set),DK,desktop,2,3,19,0,0
Returning Visitor,google / (not set),PL,desktop,2,2,3,0,0
Returning Visitor,google / (not set),RO,desktop,2,2,4,0,0
Returning Visitor,google / (not set),SE,desktop,2,2,10,0,0
Returning Visitor,google / cpc,AM,desktop,2,2,4,0,0
Returning Visitor,google / cpc,AO,desktop,2,2,2,0,0
Returning Visitor,google / cpc,AZ,desktop,2,2,4,0,0
Returning Visitor,google / cpc,CG,desktop,2,3,11,0,0
Returning Visitor,google / cpc,GP,desktop,2,4,18,0,0
Returning Visitor,google / cpc,IE,mobile,2,7,70,0,0
Returning Visitor,google / cpc,JE,tablet,2,2,8,0,0
Returning Visitor,google / cpc,JM,desktop,2,3,9,0,0
Returning Visitor,google / cpc,MX,mobile,2,2,6,0,0
Returning Visitor,google / cpc,NO,tablet,2,2,2,0,0
Returning Visitor,google / cpc,PE,desktop,2,2,11,0,0
Returning Visitor,google / cpc,PH,desktop,2,3,3,0,0
Returning Visitor,google / cpc,PT,mobile,2,2,10,0,0
Returning Visitor,google / cpc,RO,mobile,2,2,3,0,0
Returning Visitor,google / cpc,TH,desktop,2,3,15,1,386.19
Returning Visitor,google / cpc,TR,desktop,2,2,4,0,0
Returning Visitor,google / cpc,UY,desktop,2,2,5,0,0
Returning Visitor,google / cpc,ZA,desktop,2,2,3,0,0
Returning Visitor,google / organic,AZ,desktop,2,8,20,0,0
Returning Visitor,google / organic,BB,tablet,2,3,24,0,0
Returning Visitor,google / organic,BG,tablet,2,2,11,0,0
Returning Visitor,google / organic,BZ,mobile,2,3,18,0,0
Returning Visitor,google / organic,BZ,tablet,2,2,7,0,0
Returning Visitor,google / organic,CW,tablet,2,2,5,0,0
Returning Visitor,google / organic,GP,tablet,2,2,33,0,0
Returning Visitor,google / organic,GY,desktop,2,2,6,0,0
Returning Visitor,google / organic,HN,mobile,2,3,22,0,0
Returning Visitor,google / organic,HR,mobile,2,2,2,0,0
Returning Visitor,google / organic,HT,tablet,2,2,7,0,0
Returning Visitor,google / organic,IQ,desktop,2,2,13,0,0
Returning Visitor,google / organic,IR,tablet,2,5,8,0,0
Returning Visitor,google / organic,KR,tablet,2,3,10,0,0
Returning Visitor,google / organic,KW,desktop,2,2,13,0,0
Returning Visitor,google / organic,KY,tablet,2,4,7,0,0
Returning Visitor,google / organic,LB,tablet,2,4,9,0,0
Returning Visitor,google / organic,LC,tablet,2,2,5,0,0
Returning Visitor,google / organic,MD,mobile,2,3,19,0,0
Returning Visitor,google / organic,MF,tablet,2,4,12,0,0
Returning Visitor,google / organic,MR,tablet,2,2,6,0,0
Returning Visitor,google / organic,MT,mobile,2,2,2,0,0
Returning Visitor,google / organic,MU,mobile,2,3,37,0,0
Returning Visitor,google / organic,MY,desktop,2,4,45,0,0
Returning Visitor,google / organic,MY,mobile,2,7,8,0,0
Returning Visitor,google / organic,MY,tablet,2,2,18,0,0
Returning Visitor,google / organic,MZ,desktop,2,2,3,0,0
Returning Visitor,google / organic,NG,mobile,2,4,50,0,0
Returning Visitor,google / organic,NG,tablet,2,2,39,0,0
Returning Visitor,google / organic,PH,mobile,2,2,9,0,0
Returning Visitor,google / organic,PH,tablet,2,2,2,0,0
Returning Visitor,google / organic,PM,desktop,2,5,22,0,0
Returning Visitor,google / organic,RE,desktop,2,2,2,0,0
Returning Visitor,google / organic,SA,mobile,2,4,5,0,0
Returning Visitor,google / organic,SA,tablet,2,5,32,0,0
Returning Visitor,google / organic,SN,desktop,2,7,33,0,0
Returning Visitor,google / organic,SV,mobile,2,4,26,0,0
Returning Visitor,google / organic,SX,tablet,2,2,4,0,0
Returning Visitor,google / organic,TC,tablet,2,2,12,0,0
Returning Visitor,google / organic,TH,tablet,2,2,4,0,0
Returning Visitor,google / organic,UG,desktop,2,2,13,0,0
Returning Visitor,google / organic,VI,desktop,2,2,11,0,0
Returning Visitor,google / organic,VN,tablet,2,2,5,0,0
Returning Visitor,google / organic,ZM,desktop,2,2,3,0,0
Returning Visitor,google.com / referral,US,tablet,2,2,4,0,0
Returning Visitor,google.com.br / referral,BR,mobile,2,8,10,0,0
Returning Visitor,google.com.do / referral,DO,mobile,2,2,2,0,0
Returning Visitor,google.es / referral,ES,desktop,2,3,4,0,0
Returning Visitor,google.es / referral,ES,tablet,2,2,5,0,0
Returning Visitor,google.it / referral,IT,tablet,2,2,6,0,0
Returning Visitor,govome.inspsearch.com / referral,AR,desktop,2,3,17,0,0
Returning Visitor,govome.inspsearch.com / referral,BR,desktop,2,2,7,0,0
Returning Visitor,grandcollection-pre-nexica.the-cocktail.com / referral,ES,desktop,2,5,19,0,0
Returning Visitor,grandhotelmencey.com / referral,FI,desktop,2,2,3,0,0
Returning Visitor,grandhotelmencey.com / referral,IE,tablet,2,2,0,0,0
Returning Visitor,grandhotelmencey.com / referral,RU,desktop,2,2,6,0,0
Returning Visitor,grandhotelmirador.com / referral,IE,desktop,2,3,22,0,0
Returning Visitor,grandhotelmirador.com / referral,IT,desktop,2,3,5,0,0
Returning Visitor,grandhotelmirador.com / referral,PL,desktop,2,3,34,1,1386.49
Returning Visitor,grandhotelmirador.com / referral,RU,desktop,2,3,4,0,0
Returning Visitor,grandhotelmirador.com / referral,RU,tablet,2,7,20,0,0
Returning Visitor,grandhotelsalome.com / referral,GB,tablet,2,2,12,0,0
Returning Visitor,green2green.dk / referral,DK,desktop,2,2,3,0,0
Returning Visitor,grouptravel.org / referral,US,mobile,2,2,18,0,0
Returning Visitor,guardian.etb.net.co / referral,CO,desktop,2,2,6,0,0
Returning Visitor,havanatur.ru / referral,RU,desktop,2,2,8,0,0
Returning Visitor,hcviajes.com / referral,UY,desktop,2,2,2,0,0
Returning Visitor,heartbeat.prod.int / referral,DE,desktop,2,5,36,1,671.84
Returning Visitor,holiday-weather.com / referral,US,desktop,2,3,6,0,0
Returning Visitor,holiday-weather.com / referral,US,mobile,2,2,4,0,0
Returning Visitor,Holidaycheck / referral,IT,desktop,2,3,16,0,0
Returning Visitor,Holidaycheck / referral,LI,desktop,2,2,5,0,0
Returning Visitor,Holidaycheck / referral,LU,desktop,2,2,16,0,0
Returning Visitor,holidaycheck.nl / referral,NL,tablet,2,2,8,0,0
Returning Visitor,hoteldelasletras.com / referral,FR,tablet,2,3,13,0,0
Returning Visitor,hoteldelasletras.com / referral,IE,desktop,2,3,6,1,155
Returning Visitor,hoteldelasletras.com / referral,LV,desktop,2,2,3,0,0
Returning Visitor,hoteldelasletras.com / referral,MX,desktop,2,2,2,0,0
Returning Visitor,hoteldelasletras.com / referral,RO,desktop,2,2,2,0,0
Returning Visitor,hoteldelasletras.com / referral,SE,desktop,2,3,5,0,0
Returning Visitor,hoteldelasletras.com / referral,US,mobile,2,2,2,0,0
Returning Visitor,hoteliernews.com.br / referral,BR,desktop,2,2,4,0,0
Returning Visitor,hotels.1001tur.ru / referral,RU,desktop,2,5,6,0,0
Returning Visitor,hotels.turizm.ru / referral,RU,tablet,2,2,9,0,0
Returning Visitor,hotely.zajezdy.cz / referral,CZ,desktop,2,3,14,0,0
Returning Visitor,huffingtonpost.com / referral,US,desktop,2,2,14,0,0
Returning Visitor,ib-board.com / referral,CA,tablet,2,4,10,0,0
Returning Visitor,iberostar-web.dev:4000 / referral,ES,desktop,2,6,18,0,0
Returning Visitor,iberostar.dev / referral,ES,desktop,2,5,11,0,0
Returning Visitor,iberostar.epreselec.com / referral,AR,desktop,2,2,3,0,0
Returning Visitor,iberostar.epreselec.com / referral,JM,desktop,2,2,4,0,0
Returning Visitor,iberostaranthelia.com / referral,BE,tablet,2,2,5,0,0
Returning Visitor,iberostaranthelia.com / referral,DE,desktop,2,3,8,0,0
Returning Visitor,iberostaranthelia.com / referral,GG,tablet,2,4,13,0,0
Returning Visitor,iberostaranthelia.com / referral,IE,tablet,2,3,4,0,0
Returning Visitor,iberostarfuerteventurapalace.com / referral,BE,desktop,2,3,5,0,0
Returning Visitor,iberostarfuerteventurapalace.com / referral,CH,desktop,2,2,11,0,0
Returning Visitor,iberostarfuerteventurapalace.com / referral,DE,mobile,2,2,3,0,0
Returning Visitor,iberostarfuerteventurapalace.com / referral,DE,tablet,2,2,5,0,0
Returning Visitor,iberostarfuerteventurapalace.com / referral,IE,mobile,2,2,2,0,0
Returning Visitor,iberostarpapagayo.com / referral,ES,desktop,2,5,10,0,0
Returning Visitor,iberostarplayagaviotaspark.com / referral,DE,desktop,2,2,2,0,0
Returning Visitor,iberostarpoints.com / referral,CA,mobile,2,2,4,0,0
Returning Visitor,iberostarpoints.com / referral,DE,mobile,2,2,2,0,0
Returning Visitor,iberostarpoints.com / referral,DO,mobile,2,7,32,0,0
Returning Visitor,iberostarpoints.com / referral,IE,tablet,2,3,22,0,0
Returning Visitor,iberostarpoints.com / referral,MX,mobile,2,2,2,0,0
Returning Visitor,iberostartheclub.com / referral,CH,desktop,2,2,13,0,0
Returning Visitor,iberostartheclub.com / referral,DO,desktop,2,3,26,0,0
Returning Visitor,iberostartheclub.com / referral,ES,desktop,2,3,0,0,0
Returning Visitor,iberostartheclub.com / referral,ES,mobile,2,3,57,0,0
Returning Visitor,iberostartheclub.com / referral,GB,mobile,2,2,5,0,0
Returning Visitor,iberostartheclub.com / referral,GG,desktop,2,14,81,0,0
Returning Visitor,iberostartheclub.com / referral,IT,tablet,2,8,59,0,0
Returning Visitor,iberostartheclub.com / referral,NG,mobile,2,2,24,0,0
Returning Visitor,iberostartheclub.com / referral,PE,mobile,2,2,7,0,0
Returning Visitor,iberostartheclub.com / referral,UY,mobile,2,4,11,0,0
Returning Visitor,iberostartheclub.com / referral,UY,tablet,2,9,25,0,0
Returning Visitor,icrs.visitus-inc.com / referral,AR,tablet,2,5,13,0,0
Returning Visitor,icrs.visitus-inc.com / referral,BO,desktop,2,3,8,0,0
Returning Visitor,icrs.visitus-inc.com / referral,CH,desktop,2,2,10,0,0
Returning Visitor,icrs.visitus-inc.com / referral,ES,tablet,2,2,3,0,0
Returning Visitor,icrs.visitus-inc.com / referral,GB,mobile,2,3,23,0,0
Returning Visitor,icrs.visitus-inc.com / referral,MX,desktop,2,2,8,0,0
Returning Visitor,icrs.visitus-inc.com / referral,PA,desktop,2,3,9,0,0
Returning Visitor,icrs.visitus-inc.com / referral,PT,desktop,2,2,2,0,0
Returning Visitor,icrs.visitus-inc.com / referral,ZZ,desktop,2,2,9,0,0
Returning Visitor,images.google / organic,DZ,desktop,2,2,2,0,0
Returning Visitor,images.google / organic,FR,mobile,2,2,2,0,0
Returning Visitor,images.google / organic,KE,mobile,2,2,2,0,0
Returning Visitor,images.google / organic,NL,desktop,2,2,2,0,0
Returning Visitor,images.google.de / referral,AT,desktop,2,2,3,0,0
Returning Visitor,images.google.de / referral,CH,tablet,2,2,5,0,0
Returning Visitor,images.google.de / referral,DO,mobile,2,2,18,0,0
Returning Visitor,images.google.de / referral,PT,desktop,2,2,4,0,0
Returning Visitor,images.google.fr / referral,BE,desktop,2,2,2,0,0
Returning Visitor,images.google.fr / referral,MA,desktop,2,2,2,0,0
Returning Visitor,inboxdollars.com / referral,US,desktop,2,6,24,0,0
Returning Visitor,Inside_Brasil / banner,BR,mobile,2,17,16,0,0
Returning Visitor,Inside_USA / banner,US,tablet,2,3,3,0,0
Returning Visitor,inside.iberostar / (not set),AR,mobile,2,2,5,0,0
Returning Visitor,inside.iberostar / (not set),AT,desktop,2,2,14,0,0
Returning Visitor,inside.iberostar / (not set),BE,mobile,2,2,3,0,0
Returning Visitor,inside.iberostar / (not set),CU,desktop,2,4,8,0,0
Returning Visitor,inside.iberostar / (not set),CZ,desktop,2,2,5,0,0
Returning Visitor,inside.iberostar / (not set),FR,tablet,2,2,5,0,0
Returning Visitor,inside.iberostar / (not set),JM,tablet,2,3,5,0,0
Returning Visitor,inside.iberostar / (not set),NL,tablet,2,2,6,0,0
Returning Visitor,inside.iberostar / (not set),PE,desktop,2,2,4,0,0
Returning Visitor,inside.iberostar / (not set),SE,desktop,2,5,45,0,0
Returning Visitor,inside.iberostar / (not set),UY,desktop,2,3,4,0,0
Returning Visitor,inside.iberostar / (not set),ZZ,desktop,2,7,45,0,0
Returning Visitor,insidertravel.nl / referral,US,desktop,2,3,6,0,0
Returning Visitor,insidertravel.nl / referral,US,tablet,2,2,4,0,0
Returning Visitor,insidertravelpep.com / referral,CH,desktop,2,7,20,0,0
Returning Visitor,int.search.myway.com / referral,CA,desktop,2,8,25,0,0
Returning Visitor,int.search.myway.com / referral,CL,desktop,2,2,6,0,0
Returning Visitor,int.search.myway.com / referral,GB,desktop,2,2,3,0,0
Returning Visitor,int.search.tb.ask.com / referral,CH,desktop,2,3,12,0,0
Returning Visitor,int.search.tb.ask.com / referral,DZ,desktop,2,2,4,0,0
Returning Visitor,int.search.tb.ask.com / referral,MX,desktop,2,2,5,0,0
Returning Visitor,int.search.tb.ask.com / referral,RO,desktop,2,2,2,0,0
Returning Visitor,interacciona.acciona.es / referral,ES,desktop,2,2,16,0,0
Returning Visitor,intra.satur.sk / referral,SK,desktop,2,2,8,0,0
Returning Visitor,intranet.cort1.pm / referral,ES,desktop,2,2,4,0,0
Returning Visitor,islands.com / referral,GB,mobile,2,2,2,0,0
Returning Visitor,it.iberostarfuerteventurapalace.com / referral,IT,tablet,2,5,5,0,0
Returning Visitor,itforum.com.br / referral,BR,desktop,2,2,8,0,0
Returning Visitor,izito.de / referral,DE,desktop,2,2,20,0,0
Returning Visitor,jaimonvoyage.com / referral,CA,mobile,2,6,12,0,0
Returning Visitor,jaimonvoyage.com / referral,FR,desktop,2,2,8,0,0
Returning Visitor,jetlagandmayhem.com / referral,DE,desktop,2,7,15,0,0
Returning Visitor,jetlagandmayhem.com / referral,GB,desktop,2,2,4,0,0
Returning Visitor,jetlagandmayhem.com / referral,IE,tablet,2,5,23,0,0
Returning Visitor,juliatours.com.ar / referral,US,desktop,2,2,4,0,0
Returning Visitor,kawamaviaggi.com / referral,IT,desktop,2,3,4,0,0
Returning Visitor,kidrex.org / referral,US,desktop,2,2,2,0,0
Returning Visitor,kingtale2.inspsearch.com / referral,BR,desktop,2,3,23,1,6201.6
Returning Visitor,kingtale3.inspsearch.com / referral,FR,desktop,2,2,20,0,0
Returning Visitor,kortingscode.nl / referral,NL,tablet,2,3,3,0,0
Returning Visitor,l.facebook.com / referral,BR,mobile,2,2,12,0,0
Returning Visitor,l.facebook.com / referral,CU,desktop,2,5,8,0,0
Returning Visitor,l.facebook.com / referral,ES,tablet,2,4,4,0,0
Returning Visitor,l.facebook.com / referral,FR,tablet,2,3,16,0,0
Returning Visitor,l.facebook.com / referral,MX,mobile,2,3,13,0,0
Returning Visitor,l.facebook.com / referral,PL,mobile,2,7,32,0,0
Returning Visitor,l.facebook.com / referral,PT,desktop,2,3,11,0,0
Returning Visitor,leonardo.sk / referral,SK,desktop,2,2,6,0,0
Returning Visitor,linkedin.com / referral,AR,desktop,2,2,6,0,0
Returning Visitor,linkedin.com / referral,ES,mobile,2,2,16,0,0
Returning Visitor,linkedin.com / referral,IN,desktop,2,2,4,0,0
Returning Visitor,linkedin.com / referral,IT,desktop,2,3,4,0,0
Returning Visitor,livewebcam-world.com / referral,GB,tablet,2,2,6,0,0
Returning Visitor,livio.com / referral,DO,mobile,2,3,24,0,0
Returning Visitor,lizguevara.wix.com / referral,US,mobile,2,4,5,0,0
Returning Visitor,lm.facebook.com / referral,AR,mobile,2,2,8,0,0
Returning Visitor,lm.facebook.com / referral,CA,tablet,2,2,8,0,0
Returning Visitor,login.fractalia.es / referral,ES,mobile,2,2,11,0,0
Returning Visitor,login.fractalia.es / referral,MA,mobile,2,2,6,0,0
Returning Visitor,lonelyplanet.com / referral,CA,tablet,2,2,8,0,0
Returning Visitor,lonelyplanet.com / referral,FR,desktop,2,2,2,0,0
Returning Visitor,lonelyplanet.com / referral,IN,desktop,2,3,2,0,0
Returning Visitor,luciana.misura.org / referral,BR,desktop,2,3,5,0,0
Returning Visitor,lufthansa.mitarbeiterangebote.de / referral,CH,desktop,2,5,36,0,0
Returning Visitor,m.cozumel.travel / referral,US,tablet,2,3,34,0,0
Returning Visitor,m.facebook.com / referral,BE,tablet,2,2,2,0,0
Returning Visitor,m.facebook.com / referral,CH,tablet,2,2,5,0,0
Returning Visitor,m.facebook.com / referral,DO,mobile,2,2,7,0,0
Returning Visitor,m.facebook.com / referral,IE,mobile,2,2,1,0,0
Returning Visitor,m.facebook.com / referral,IS,mobile,2,4,11,0,0
Returning Visitor,m.facebook.com / referral,NO,mobile,2,2,11,0,0
Returning Visitor,m.facebook.com / referral,PE,mobile,2,2,3,0,0
Returning Visitor,m.facebook.com / referral,RU,tablet,2,2,3,0,0
Returning Visitor,m.facebook.com / referral,UA,mobile,2,5,14,0,0
Returning Visitor,m.mailbeta.libero.it / referral,IT,mobile,2,2,25,0,0
Returning Visitor,m.zoover.be / referral,BE,mobile,2,2,12,0,0
Returning Visitor,m.zoover.nl / referral,NL,tablet,2,2,2,0,0
Returning Visitor,mail.centurylink.net / referral,US,desktop,2,2,4,0,0
Returning Visitor,mail.tlen.pl / referral,PL,desktop,2,5,19,0,0
Returning Visitor,mail2.virginmedia.com / referral,GB,desktop,2,2,9,1,8333.68
Returning Visitor,maindom.xyz / referral,MX,desktop,2,2,1,0,0
Returning Visitor,mallorca-beaches.com / referral,DE,tablet,2,3,3,0,0
Returning Visitor,mallorca-beaches.com / referral,DK,mobile,2,3,36,0,0
Returning Visitor,mallorca-beaches.com / referral,FO,tablet,2,7,30,0,0
Returning Visitor,mallorca-wetter.org / referral,DE,mobile,2,5,52,0,0
Returning Visitor,mammaproof.org / referral,ES,desktop,2,2,2,0,0
Returning Visitor,marketplace.mitarbeiterangebote.de / referral,DE,desktop,2,5,38,0,0
Returning Visitor,marokkoerleben.de / referral,DE,desktop,2,4,13,0,0
Returning Visitor,matchpoint-world.com / referral,DE,desktop,2,3,8,0,0
Returning Visitor,mayrkurspace.com / referral,CH,desktop,2,2,4,0,0
Returning Visitor,mayrkurspace.com / referral,DE,desktop,2,2,8,0,0
Returning Visitor,MCADIARIO / display,ES,tablet,2,2,2,0,0
Returning Visitor,mediacomtoday.com / referral,US,desktop,2,3,11,0,0
Returning Visitor,mein-triathlonhotel.de / referral,NL,desktop,2,3,6,0,0
Returning Visitor,meteosurfcanarias.com / referral,BE,mobile,2,2,3,0,0
Returning Visitor,meteosurfcanarias.com / referral,BE,tablet,2,3,7,0,0
Returning Visitor,meteosurfcanarias.com / referral,CH,tablet,2,2,2,0,0
Returning Visitor,meteosurfcanarias.com / referral,FR,tablet,2,2,2,0,0
Returning Visitor,meteosurfcanarias.com / referral,IE,desktop,2,2,2,0,0
Returning Visitor,meteosurfcanarias.com / referral,IT,mobile,2,3,14,0,0
Returning Visitor,meteosurfcanarias.com / referral,IT,tablet,2,2,4,0,0
Returning Visitor,meteosurfcanarias.com / referral,PL,desktop,2,2,5,0,0
Returning Visitor,mk.ru / referral,RU,tablet,2,3,12,0,0
Returning Visitor,mmi.cvent.com / referral,US,desktop,2,2,9,0,0
Returning Visitor,mobil.stern.de / referral,DE,mobile,2,2,2,0,0
Returning Visitor,moulden-marketing.co.uk / referral,GB,desktop,2,2,10,0,0
Returning Visitor,msn / organic,CA,desktop,2,2,12,0,0
Returning Visitor,my.parallaxsearch.com / referral,MX,desktop,2,2,2,0,0
Returning Visitor,myfamilytravels.com / referral,US,desktop,2,4,33,0,0
Returning Visitor,mys.yoursearch.me / referral,DE,desktop,2,4,38,0,0
Returning Visitor,myvouchercodes.co.uk / referral,DK,tablet,2,5,46,1,1795.69
Returning Visitor,myvouchercodes.co.uk / referral,US,mobile,2,2,4,0,0
Returning Visitor,naver / organic,CA,desktop,2,4,10,0,0
Returning Visitor,negoservicios.com / referral,ES,desktop,2,2,3,0,0
Returning Visitor,neiraygiacomo.com / referral,MX,desktop,2,2,9,0,0
Returning Visitor,neiraygiacomo.com / referral,US,desktop,2,3,6,0,0
Returning Visitor,newage.tur.br / referral,BR,tablet,2,11,30,0,0
Returning Visitor,newsletter / email,EE,desktop,2,2,3,0,0
Returning Visitor,newsletter / email,GB,desktop,2,2,8,0,0
Returning Visitor,newsletter / email,GR,desktop,2,2,2,0,0
Returning Visitor,newsletter / email,IT,desktop,2,3,6,0,0
Returning Visitor,newsletter / email,RU,desktop,2,2,6,0,0
Returning Visitor,newsletter / email,US,mobile,2,2,4,0,0
Returning Visitor,Newsletter / USAEN,US,tablet,2,2,6,0,0
Returning Visitor,newsletter_ AM0078_30 / emailEN,US,tablet,2,2,2,0,0
Returning Visitor,newsletter_AM0068_1 / emailEN,CA,desktop,2,2,2,0,0
Returning Visitor,newsletter_AM0068_1 / emailES,MX,desktop,2,3,4,0,0
Returning Visitor,newsletter_AM0072_1 / emailEN,US,desktop,2,2,2,0,0
Returning Visitor,newsletter10 / email,US,desktop,2,2,7,0,0
Returning Visitor,newsletterBlack / email,DO,tablet,2,2,13,0,0
Returning Visitor,NewsletterBR / email,BR,desktop,2,2,7,0,0
Returning Visitor,NewsletterBR / email,BR,mobile,2,2,30,0,0
Returning Visitor,NewsletterBR / Email,BR,desktop,2,3,2,0,0
Returning Visitor,newsletterDec / email,AR,desktop,2,2,7,0,0
Returning Visitor,newsletterDec / email,MX,mobile,2,3,53,0,0
Returning Visitor,newsletterEN / email,US,desktop,2,2,11,0,0
Returning Visitor,newsletterEN / email,US,mobile,2,2,2,0,0
Returning Visitor,newsletteres / email,MX,desktop,2,2,12,0,0
Returning Visitor,nl.search.yahoo.com / referral,NL,desktop,2,2,9,0,0
Returning Visitor,no.tripadvisor.com / referral,NO,mobile,2,2,4,0,0
Returning Visitor,ofertashotelesviajes.com / referral,ES,mobile,2,2,2,0,0
Returning Visitor,olehotels.com / referral,AE,desktop,2,2,2,0,0
Returning Visitor,olehotels.com / referral,AM,desktop,2,3,17,0,0
Returning Visitor,olehotels.com / referral,AR,tablet,2,3,10,0,0
Returning Visitor,olehotels.com / referral,BG,desktop,2,3,9,0,0
Returning Visitor,olehotels.com / referral,BY,desktop,2,3,3,0,0
Returning Visitor,olehotels.com / referral,EE,desktop,2,2,5,0,0
Returning Visitor,olehotels.com / referral,HU,desktop,2,2,2,0,0
Returning Visitor,olehotels.com / referral,PE,desktop,2,2,2,0,0
Returning Visitor,olehotels.com / referral,PL,mobile,2,2,3,0,0
Returning Visitor,olehotels.com / referral,SK,desktop,2,2,2,0,0
Returning Visitor,olehotels.com / referral,ZZ,desktop,2,3,3,0,0
Returning Visitor,olivina.wifi / referral,FR,tablet,2,2,2,0,0
Returning Visitor,olivina.wifi / referral,IE,mobile,2,7,9,0,0
Returning Visitor,ongolf.fi / referral,FI,tablet,2,2,4,0,0
Returning Visitor,onlinetravelcentre.ca / referral,US,desktop,2,2,2,0,0
Returning Visitor,opel.mitarbeiterangebote.de / referral,DE,desktop,2,3,11,0,0
Returning Visitor,openstudy.com / referral,US,desktop,2,2,2,0,0
Returning Visitor,otzyv.ru / referral,RU,desktop,2,2,13,0,0
Returning Visitor,owa.edwardjones.com / referral,US,desktop,2,4,20,0,0
Returning Visitor,paginasamarillas.es / referral,ES,desktop,2,2,3,0,0
Returning Visitor,parents.com / referral,US,desktop,2,2,3,0,0
Returning Visitor,partnersfnac.com / referral,ES,desktop,2,2,14,0,0
Returning Visitor,paxnews.com / referral,CA,desktop,2,2,3,0,0
Returning Visitor,paypal.com / referral,GB,desktop,2,2,17,2,2755.28
Returning Visitor,paypal.com / referral,GB,tablet,2,2,4,0,0
Returning Visitor,pdckiteboarding.com / referral,US,mobile,2,2,14,0,0
Returning Visitor,peninsulaconventioncenter.com / referral,CA,desktop,2,2,3,0,0
Returning Visitor,pequepaginas.com / referral,ES,desktop,2,5,8,0,0
Returning Visitor,pinterest.com / referral,CA,tablet,2,2,4,0,0
Returning Visitor,pinterest.com / referral,US,mobile,2,2,4,0,0
Returning Visitor,playawebcams.com / referral,ES,mobile,2,2,2,0,0
Returning Visitor,plus.google.com / referral,ES,desktop,2,4,8,0,0
Returning Visitor,plus.google.com / referral,US,mobile,2,2,33,0,0
Returning Visitor,plus.url.google.com / referral,BE,desktop,2,2,2,0,0
Returning Visitor,plusnetwork.com / referral,AR,desktop,2,3,18,0,0
Returning Visitor,poloconghaile.com / referral,IE,tablet,2,2,24,0,0
Returning Visitor,portal.swiss.com / referral,CH,desktop,2,4,10,1,707.28
Returning Visitor,portaldasviagens.com / referral,CH,desktop,2,4,26,0,0
Returning Visitor,portaljovenclm.com / referral,ES,desktop,2,2,3,0,0
Returning Visitor,POSESTANCIA_Gracias_NEWSLETTER_AM / email,CA,desktop,2,2,6,0,0
Returning Visitor,promocouponholmes.com / referral,GB,tablet,2,2,5,0,0
Returning Visitor,promotiekortingscode.com / referral,NL,desktop,2,2,5,0,0
Returning Visitor,r.duckduckgo.com / referral,CA,desktop,2,4,28,0,0
Returning Visitor,r.duckduckgo.com / referral,DE,desktop,2,2,5,0,0
Returning Visitor,r.yieldkit.com / referral,AR,tablet,2,2,3,0,0
Returning Visitor,r.yieldkit.com / referral,GB,desktop,2,2,6,0,0
Returning Visitor,radar / referral,GB,desktop,2,2,3,0,0
Returning Visitor,rambler / organic,BY,desktop,2,2,2,0,0
Returning Visitor,redir.netcentrum.cz / referral,SK,desktop,2,2,3,0,0
Returning Visitor,redirect.viglink.com / referral,US,desktop,2,4,8,0,0
Returning Visitor,resortdominicano.blogspot.com / referral,DO,desktop,2,2,2,0,0
Returning Visitor,retailmenot.com / referral,IE,tablet,2,6,8,0,0
Returning Visitor,ri.search.yahoo.com / referral,US,tablet,2,2,2,0,0
Returning Visitor,rivieranayarit.com.mx / referral,MX,tablet,2,2,7,0,0
Returning Visitor,rolfsbuss.se / referral,ES,mobile,2,2,4,0,0
Returning Visitor,rosaandbaldwin.minted.us / referral,US,tablet,2,6,13,0,0
Returning Visitor,roteirosturisticos.tur.br / referral,BR,desktop,2,2,3,0,0
Returning Visitor,rrhhmallorca.blogspot.co.uk / referral,GB,desktop,2,2,14,0,0
Returning Visitor,s0.2mdn.net / referral,ES,desktop,2,2,22,0,0
Returning Visitor,s0.2mdn.net / referral,US,desktop,2,2,4,0,0
Returning Visitor,sab.travel / referral,RS,mobile,2,2,12,0,0
Returning Visitor,samo.premiera.travel / referral,RU,desktop,2,2,2,0,0
Returning Visitor,sana.mitarbeiterangebote.de / referral,DE,desktop,2,3,5,0,0
Returning Visitor,sapo.pt / referral,PT,desktop,2,5,53,0,0
Returning Visitor,savingstory.com / referral,GB,mobile,2,2,5,0,0
Returning Visitor,savingstory.com / referral,US,desktop,2,2,9,0,0
Returning Visitor,scholen.stagemarkt.nl / referral,NL,desktop,2,3,4,0,0
Returning Visitor,search.centurylink.com / referral,US,desktop,2,4,6,0,0
Returning Visitor,search.genieo.com / referral,DE,desktop,2,3,18,0,0
Returning Visitor,search.genieo.com / referral,FR,desktop,2,8,39,0,0
Returning Visitor,search.genieo.com / referral,GB,desktop,2,10,10,0,0
Returning Visitor,search.iminent.com / referral,DE,desktop,2,4,10,0,0
Returning Visitor,search.incredibar.com / referral,DO,desktop,2,3,18,0,0
Returning Visitor,search.pch.com / referral,US,mobile,2,4,31,0,0
Returning Visitor,search.sweetim.com / referral,GB,desktop,2,2,4,0,0
Returning Visitor,search.v9.com / referral,ES,desktop,2,2,3,0,0
Returning Visitor,search2.inbox.com / referral,DE,desktop,2,2,5,0,0
